modelo_datos,validacion,clasificador,fold,fold_id,particion,fila_preparada,fila_fuente_csv,estacion,clase
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,29,68,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,30,69,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,31,70,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,32,71,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,33,72,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,34,73,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,36,75,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,37,76,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,38,77,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,39,78,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,40,79,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,41,80,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,43,82,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,45,84,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,48,87,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,50,89,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,51,90,7230,Floración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,52,91,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,53,92,7230,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,55,94,7230,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,58,97,20386,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,59,98,20386,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,60,99,20388,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,61,100,20388,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,62,101,20388,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,64,103,20388,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,65,104,20388,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,66,105,20388,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,67,106,20388,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,68,107,20388,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,69,108,20388,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,70,109,20388,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,71,110,20391,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,72,111,20391,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,73,112,20391,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,74,113,20391,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,75,114,20391,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,76,115,20391,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,78,117,20391,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,80,119,20391,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,81,120,20391,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,82,121,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,83,122,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,84,123,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,85,124,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,87,126,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,88,127,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,89,128,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,90,129,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,91,130,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,92,131,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,93,132,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,94,133,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,95,134,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,97,136,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,98,137,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,99,138,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,100,139,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,101,140,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,102,141,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,103,142,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,104,143,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,105,144,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,106,145,20392,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,107,146,20392,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,108,147,20392,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,109,148,20392,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,110,149,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,112,151,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,114,153,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,115,154,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,116,155,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,119,158,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,120,159,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,121,160,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,122,161,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,123,162,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,124,163,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,125,164,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,126,165,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,127,166,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,129,168,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,130,169,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,131,170,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,132,171,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,133,172,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,134,173,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,135,174,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,136,175,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,137,176,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,138,177,20393,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,139,178,20393,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,140,179,20393,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,141,180,20393,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,142,181,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,144,183,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,145,184,20399,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,146,185,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,148,187,20399,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,150,189,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,151,190,20399,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,152,191,20399,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,153,192,20399,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,155,194,20399,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,157,196,20399,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,158,197,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,159,198,20399,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,160,199,20399,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,161,200,20399,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,162,201,20399,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,163,202,20399,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,165,204,20406,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,166,205,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,168,207,20406,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,169,208,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,171,210,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,172,211,20406,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,174,213,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,175,214,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,176,215,20406,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,177,216,20406,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,179,218,20406,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,180,219,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,181,220,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,184,223,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,185,224,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,186,225,20406,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,188,227,20406,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,189,228,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,190,229,20406,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,191,230,20406,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,192,231,20406,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,193,232,20407,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,194,233,20407,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,195,234,20407,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,196,235,20407,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,197,236,20407,Brotación / desarrollo foliar
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,198,237,20407,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,199,238,20407,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,200,239,20407,Senescencia / caída de hojas
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,202,241,20407,Envero / maduración
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,203,242,20407,Cosecha / post-cosecha
a,aleatoria,red_densa,1,0E7D06E09C849E3E7D038CC6C24C97039EA40C4BD83B39C43E5D241ACC438BDB,train,204,243,20407,Senescencia / caída de hojas
